name,address,city,state
DeVry University-Nevada,"2490 Paseo Verde Parkway, Ste 150",Henderson,Nevada
Everest College-Tacoma,2156 Pacific Avenue,Tacoma,Washington
DeVry University-Oregon,"9755 SW Barnes Road, Ste. 150",Portland,Oregon
National University College-Rio Grande,Carr. #3 Km 22.01 - Barrio Cienaga Baja,Rio Grande,Puerto Rico
Creative Images Institute of Cosmetology-South Dayton,568 Miamisburg-Centrville Rd,Dayton,Ohio
Westwood College-Houston South,7322 Southwest Fwy Suite 110,Houston,Texas
Brookline College-Albuquerque,4201 Central Ave NW-Ste J,Albuquerque,New Mexico
Byzantine Catholic Seminary of Saints Cyril and Methodius,3605 Perrysville Ave,Pittsburgh,Pennsylvania
Remington College-Cleveland West Campus,26350 Brookpark Road,North Olmsted,Ohio
Northcentral University,10000 E. University Dr,Prescott Valley,Arizona
Colorado Technical University-Online,"4435 N Chestnut, Suite E",Colorado Springs,Colorado
Baker College of Allen Park,4500 Enterprise Dr,Allen Park,Michigan
Folsom Lake College,10 College Parkway,Folsom,California
Daymar Institute-Murfreesboro,415 Golden Bear Court,Murfreesboro,Tennessee
Bold Beauty Academy,"928 Broadwater Ave, Suite C",Billings,Montana
Advanced College,13180 Paramount Blvd.,South Gate,California
Advanced Training Associates,"1810 Gillespie Way, Suite 104",El Cajon,California
Anamarc College-El Paso Central,3210 Dyer,El Paso,Texas
Baptist University of the Americas,8019 Pan Am Expwy,San Antonio,Texas
Beis Medrash Heichal Dovid,257 Beach 17th St,Far Rockaway,New York
Bellefonte Academy of Beauty,420 Belfont St,Russell,Kentucky
Carnegie Career College,,,
Court Reporting Institute of Louisiana,5700 Florida Blvd,Baton Rouge,Louisiana
Culinary Institute Inc,7070 Allensby,Houston,Texas
Dade Medical College-Miami,3721-1 NW 7th street,Miami,Florida
Expertise Cosmetology Institute,1911 Stella Lake Street,Las Vegas,Nevada
Paul Mitchell the School-Monroe,"1015 18th Ave, Suite 212",Monroe,Wisconsin
Institute of Clinical Acupuncture & Oriental Med,"100 N. Beretania Street, Suite 203B",Honolulu,Hawaii
MedTech Institute-Atlanta Campus,4501 Circle 75 Pky Ste D-4100,Atlanta,Georgia
Jones International University,9697 East Mineral Avenue,Centennial,Colorado
New Life Theological Seminary,3117 Whiting Ave,Charlotte,North Carolina
Nightingale College,4155 Harrison Blvd. #100,Ogden,Utah
Total Look School of Cosmetology & Massage Therapy,806 W Third St,Cresco,Iowa
The Art Institute of Tucson,5099 E. Grant Rd. #100,Tucson,Arizona
Mountwest Community and Technical College,One Mountwest Way,Huntington,West Virginia
Centura College-Columbia,7500 Two Notch Road,Columbia,South Carolina
Flagler College-Tallahassee,444 Appleyard Dr,Tallahassee,Florida
Montgomery County Community College-West Campus,,,
Kanawha Valley Community and Technical College,2001 Union Carbide Drive,South Charleston,West Virginia
American InterContinental University-Online,"231 N. Martingale Rd., 6th Floor",Schaumburg,Illinois
Westwood College-Atlanta Midtown,"1100 Spring St, Ste. 102",Atlanta,Georgia
ITT Technical Institute-Eden Prairie,"7905 Golden Triangle Drive, Suite 100",Eden Prairie,Minnesota
Virginia College-Mobile,"3725 Airport Blvd, Suite 165",Mobile,Alabama
Le Cordon Bleu College of Culinary Arts-Las Vegas,1451 Center Crossing Road,Las Vegas,Nevada
International Academy of Design and Technology-Troy,1850 Research Drive,Troy,Michigan
American InterContinental University-Houston,9999 Richmond Avenue,Houston,Texas
Sanford-Brown College-Houston North Loop,"2627 North Loop West, Suite 100",Houston,Texas
University of California-Merced,5200 North Lake Road,Merced,California
Everest College-Fort Worth,5237 N Riverside Dr Ste 100,Fort Worth,Texas
Remington College-North Houston Campus,"11310 Greens Crossing Blvd, Ste 300",Houston,Texas
Pima Medical Institute-Las Vegas,3333 East Flamingo Road,Las Vegas,Nevada
Remington College-Nashville Campus,441 Donelson Pk Ste 150,Nashville,Tennessee
Platt College-North OKC,2727 W. Memorial Rd,Oklahoma City,Oklahoma
Central Methodist University-College of Graduate and Extended Studies,411 Central Methodist Square,Fayette,Missouri
Westwood College-Northlake,2309 Parklake Drive NE,Atlanta,Georgia
University of Phoenix-Jersey City Campus,100 Town Square Pl,Jersey City,New Jersey
University of Phoenix-Minneapolis St Paul Campus,435 Ford Rd,Saint Louis Park,Minnesota
Kaplan College-Fort Worth,"2001 Beach Street, Suite 201",Fort Worth,Texas
Kaplan College-Midland,1421 9th St,Lubbock,Texas
Kaplan College-Lubbock,1421 Ninth Street,Lubbock,Texas
Carrington College California-Emeryville,"6001 Shellmound St., Ste. 145",Emeryville,California
University of Phoenix-Louisville Campus,10400 Linn Station Rd,Louisville,Kentucky
DeVry University-Minnesota,"7700 France Ave. S., Ste. 575",Edina,Minnesota
Kaplan University-Council Bluffs Campus,"1751 Madison Avenue, Suite 750",Council Bluffs,Iowa
Everest University-Orange Park,805 Wells Rd,Orange Park,Florida
Wyotech-West Sacramento,980 Riverside Parkway,West Sacramento,California
Everest College-McLean,8620 Westwood Center Dr.,Vienna,Virginia
Vatterott College-St Charles,3550 W. Clay Street,St Charles,Missouri
Anthem Career College-Memphis,5865 Shelby Oaks Circle,Memphis,Tennessee
Anthem College-Kansas City,9001 State Line Rd 1st floor,Kansas City,Missouri
Bridgemont Community and Technical College,619 2nd Avenue,Montgomery,West Virginia
Neumont University,143 South Main Street,Salt Lake City,Utah
Johnson & Wales University-Charlotte,"Academic Center, 801 West Trade Street",Charlotte,North Carolina
University of Phoenix-Central Valley Campus,45 Riverpark Place West,Fresno,California
L'Ecole Culinaire-St Louis,9811 South Forty Drive,St. Louis,Missouri
Roseman University of Health Sciences,11 Sunset Way,Henderson,Nevada
Fortis Institute-Port Saint Lucie,9022 South US Highway 1,Port Saint Lucie,Florida
Fortis Institute-Miami,"9035 Sunset Drive, Suite 200",Miami,Florida
Aviation Institute of Maintenance-Manassas,10640 Davidson Place,Manassas,Virginia
Cosmetology School of Arts and Sciences,529 Overland Avenue,Burley,Idaho
Universal Technical Institute of Pennsylvania Inc,750 Pennsylvania Drive,Exton,Pennsylvania
Heritage College-Kansas City,1200 East 104th Street,Kansas City,Missouri
Institute for the Psychological Sciences,"2001 Jefferson Davis Highway, Suite 511",Arlington,Virginia
Minnesota School of Business-Waite Park,1201 2nd Street South,Waite Park,Minnesota
Minnesota School of Business-Shakopee,1200 Shakopee Town Square,Shakopee,Minnesota
Northwest Career College,"7398 Smoke Ranch Road, Ste 100",Las Vegas,Nevada
American Academy of Acupuncture and Oriental Medicine,1925 W County Rd B-2,Roseville,Minnesota
Arizona School of Acupuncture and Oriental Medicine,4646 E Fort Lowell Rd Ste 103,Tucson,Arizona
Ave Maria University,5050 Ave Maria Blvd,Ave Maria,Florida
Cambridge Junior College-Yuba City,990-A Klamath Lane,Yuba City,California
ATA Career Education,"7351 Spring Hill Drive, Suite 11",Spring Hill,Florida
Career Quest Learning Centers-Lansing,3215 S. Pennsylvania Avenue,Lansing,Michigan
Community Christian College,251 Tennessee St,Redlands,California
Day Spa Career College,3900 Bienville Blvd,Ocean Springs,Mississippi
Eastern School of Acupuncture and Traditional Medicine,"427 Bloomfield Avenue, Suite 301",Montclair,New Jersey
Ecclesia College,9653 Nations Dr,Springdale,Arkansas
Employment Solutions-College for Technical Education,1165 Centre Pky Suite #120,Lexington,Kentucky
Healthcare Training Institute,1969 Morris Ave,Union,New Jersey
Los Angeles Music Academy,370 S Fair Oaks Ave,Pasadena,California
Maple Springs Baptist Bible College and Seminary,4130 Belt Rd,Capitol Heights,Maryland
Centura Institute,6359 Edgewater Drive,Orlando,Florida
Regency School of Hair Design,567 North Lake Dr.,Prestonsburg,Kentucky
Southern Technical College,1485 Florida Mall Avenue,Orlando,Florida
Stanbridge College,2041 Business Ctr Dr Ste 107,Irvine,California
Universal College of Healing Arts,8702 North 30th Street,Omaha,Nebraska
Uta Mesivta of Kiryas Joel,48 Bakertown Rd Suite 501,Monroe,New York
W L Bonner College,4430 Argent Ct,Columbia,South Carolina
Harrisburg University of Science and Technology,326 Market Street,Harrisburg,Pennsylvania
The Art Institute of Ohio-Cincinnati,"8845 Governor's Hill Dr., Suite 100",Cincinnati,Ohio
Stevens-Henager College-Logan,755 S Main St,Logan,Utah
University of Phoenix-Cheyenne Campus,6900 Yellowstone Rd,Cheyenne,Wyoming
University of Phoenix-Springfield  Campus,1343 E Kingsley St,Springfield,Missouri
University of Phoenix-Des Moines Campus,317 6th Ave,Des Moines,Iowa
University of Phoenix-San Antonio Campus,8200 IH-10 West,San Antonio,Texas
University of Phoenix-Austin Campus,10801 N Mo-Pac,Austin,Texas
University of Phoenix-Richmond-Virginia Beach Campus,9750 W Broad St,Glen Allen,Virginia
University of Phoenix-Raleigh Campus,5511 Capital Center Dr,Raleigh,North Carolina
Blue Ridge Community and Technical College,13650 Apple Harvest Drive,Martinsburg,West Virginia
Lincoln Technical Institute-Suffield,1760 Mapleton Ave,Suffield,Connecticut
International Academy of Design and Technology-Henderson,2495 Village View Drive,Henderson,Nevada
International Academy of Design and Technology-Seattle,645 Andover Park West,Tukwila,Washington
International Academy of Design and Technology-Nashville,One Bridgestone Park,Nashville,Tennessee
Le Cordon Bleu College of Culinary Arts-Miami,3221 Enterprise Way,Miramar,Florida
Le Cordon Bleu College of Culinary Arts-Minneapolis,1315 Mendota Heights Road,Mendota Heights,Minnesota
Career Technical College-Shreveport,1227 Shreveport-Barksdale Hwy,Shreveport,Louisiana
ITT Technical Institute-Kansas City,9150 East 41st Place,Kansas City,Missouri
ITT Technical Institute-Kennesaw,2065 ITT Tech Way N.W.,Kennesaw,Georgia
ITT Technical Institute-Owings Mills,11301 Red Run Blvd,Owings Mills,Maryland
ITT Technical Institute-Warrensville Heights,24865 Emery Road,Warrensville Heights,Ohio
Union Graduate College,80 Nott Terrace,Schenectady,New York
Colorado State University-System Office,"410 17th Street, Suite 2440",Denver,Colorado
Daytona College,425 South Nova Road,Ormond Beach,Florida
United States University,830 Bay Boulevard,Chula Vista,California
Westwood College-Arlington Ballston,4420 N. Fairfax Dr.,Arlington,Virginia
Kaplan College-Bakersfield,1914 Wible Road,Bakersfield,California
Kaplan College-Fresno,"44 Shaw Avenue, Rodeo Plaza",Clovis,California
Empire Beauty School-Littleton,8996 W. Bowles Ave. # E & F,Littleton,Colorado
Empire Beauty School-Aurora,16800 E. Mississippi Ave.,Aurora,Colorado
Everest College-Mesa,5416 East Baseline Ste. 200,Mesa,Arizona
AmeriTech College-Draper,12257 South Business Park Drive-Ste 108,Draper,Utah
Argosy University-Los Angeles,"5230 Pacific Concourse, Suite 200",Los Angeles,California
Brown Mackie College-Miami,3700 Lakeside Drive,Miramar,Florida
San Joaquin Valley College-Modesto,5380 Pirrone Rd.,Salida,California
Fortis College-Largo,6565 Ulmerton Road,Largo,Florida
Platt College-Moore,201 N. Eastern,Moore,Oklahoma
Platt College-Dallas,2974 LBJ Freeway,Dallas,Texas
Universal Technical Institute of Massachusetts Inc,"One Upland Road, Building 200",Norwood,Massachusetts
Eagle Gate College-Layton,915 N 400 W,Layton,Utah
Expression College for Digital Arts,6601 Shellmond St,Emeryville,California
Daymar College-Bellevue,119 Fairfield Avenue,Bellevue,Kentucky
DeVry University-Oklahoma,"4013 NW Expressway St., Suite 100",Oklahoma City,Oklahoma
New River Community and Technical College,"221 George Street, Suite 2",Beckley,West Virginia
Eagle Gate College-Salt Lake City,405 South Main Street-Ste 130,Salt Lake City,Utah
Kaplan College-Palm Springs,2475 E Tahquitz Canyon Way,Palm Springs,California
University of Phoenix-Savannah Campus,8001 Chatham Center Dr,Savannah,Georgia
University of Phoenix-Northern Nevada Campus,10345 Professional Circle,Reno,Nevada
Minnesota School of Business-Rochester,2521 Pennington Drive NW,Rochester,Minnesota
Georgia Gwinnett College,1000 University Center Lane,Lawrenceville,Georgia
Phoenix Institute of Herbal Medicine & Acupuncture,301 E Bethany Home Rd Ste A100,Phoenix,Arizona
National Polytechnic College,6630 Telegraph Road,Commerce,California
American Career College-Ontario,3130 East Sedona Court,Ontario,California
Asher College,1215 Howe Ave Suite 101,Sacramento,California
University of East-West Medicine,595 Lawrence Expressway,Sunnyvale,California
Cuttin' Up Beauty Academy,,,
Aviator College of Aeronautical Science and Technology,3800 St Lucie Blvd,Fort Pierce,Florida
ATA College,10180 Linn Station Rd Ste A200,Louisville,Kentucky
SUM Bible College and Theological Seminary,735 - 105th Ave,Oakland,California
The Salon Professional Academy-Fargo,4377 15th Ave South,Fargo,North Dakota
Northwest Regional Technology Institute,3104 State St,Erie,Pennsylvania
National Massage Therapy Institute,"10050 Roosevelt Blvd, Suite 8",Philadelphia,Pennsylvania
Maximum Style Tec School of Cosmetology,255 South Main Suite 200,Logan,Utah
Careers Unlimited,1176 South 1480 West,Orem,Utah
Mountainland Applied Technology College,2301 West Ashton Blvd.,Lehi,Utah
Doane College-Lincoln Grand Island and Master,303 N 52nd St,Lincoln,Nebraska
Shorter University-College of Adult & Professional Programs,"1090 Northchase Parkway, Suite 140",Marietta,Georgia
Arkansas State University-System Office,"2400 East Highland Drive, 3rd Floor, Suite 300",Jonesboro,Arkansas
The Art Institute of Indianapolis,"3500 DePauw Blvd, Suite 1010",Indianapolis,Indiana
Eastern International College-Belleville,251 Washington Ave,Belleville,New Jersey
San Joaquin Valley College-Rancho Cordova,11050 Olson Dr Ste 100,Rancho Cordova,California
San Joaquin Valley College-Central Administrative Office,3828 W. Caldwell Ave.,Visalia,California
MedTech College,6612 E 75th St Suite 300,Indianapolis,Indiana
Universal Technical Institute of Northern California Inc,4100 Duckhorn Drive,Sacramento,California
ITT Technical Institute-Charlotte South,"4135 Southstream Blvd., Suite 200",Charlotte,North Carolina
ITT Technical Institute-Clovis,362 North Clovis Ave,Clovis,California
ITT Technical Institute-Dunmore,1000 Meade St.- Suite 210,Dunmore,Pennsylvania
ITT Technical Institute-Swartz Creek,6359 Miller Road,Swartz Creek,Michigan
ITT Technical Institute-Lexington,2473 Fortune Dr - Suite 180,Lexington,Kentucky
ITT Technical Institute-Maumee,1656 Henthorne Blvd. - Suite B,Maumee,Ohio
ITT Technical Institute-Oklahoma City,"50 Penn Place Office Tower, 1900 NW Expressway St.-Ste 305",Oklahoma City,Oklahoma
ITT Technical Institute-Tulsa,"4500 S. 129th East Avenue, Suite 152",Tulsa,Oklahoma
University of Phoenix-Omaha Campus,13321 California St,Omaha,Nebraska
University of Phoenix-Northwest Arkansas Campus,903 N 47th St Barrington Centre 2,Rogers,Arkansas
University of Phoenix-Northwest Indiana Campus,,,
University of Phoenix-Madison Campus,2310 Crossroads Dr,Madison,Wisconsin
University of Phoenix-Columbia Campus,1001 Pinnacle Point Dr,Columbia,South Carolina
The Art Institute of California-Argosy University Inland Empire,674 East Brier Drive,San Bernardino,California
National American University-Zona Rosa,7490 North West 87th Street,Kansas City,Missouri
West Hills College-Lemoore,555 College Avenue,Lemoore,California
Stautzenberger College-Brecksville,8001 Katherine Boulevard,Brecksville,Ohio
Westwood College-Annandale,"7619 Little River Turnpike, 5th Floor",Annandale,Virginia
West Hills Community College District,9900 Cody Street,Coalinga,California
Kaplan College-Milwaukee,111 W. Pleasant St-Ste 101,Milwaukee,Wisconsin
Miller-Motte Technical College-Madison,1515 Gallatin Pike North,Madison,Tennessee
Rasmussen College-Illinois,"6000 East State Street, 4th Floor",Rockford,Illinois
International Institute for Restorative Practices,544 Main Street,Bethlehem,Pennsylvania
Argosy University-Denver,7600 East Eastman Avenue,Denver,Colorado
College America-Colorado Springs,3645 Citadel Drive South,Colorado Springs,Colorado
College America-Fort Collins,4601 South Mason St,Fort Collins,Colorado
Automotive Training Center-Warminster,900 Johnsville Blvd,Warminster,Pennsylvania
Sanford-Brown College-West Allis,"6737 W Washington St., Ste 2355",West Allis,Wisconsin
Empire Beauty School-Milwaukee,5655 South 27th St,Milwaukee,Wisconsin
The Robert B Miller College,450 North Ave,Battle Creek,Michigan
University of Phoenix-Fairfield County Campus,535 Connecticut Ave,Norwalk,Connecticut
University of Phoenix-Harrisburg Campus,4050 Crums Mill Rd,Harrisburg,Pennsylvania
University of South Florida-St Petersburg,140 Seventh Ave S.,St. Petersburg,Florida
Triangle Tech Inc-Bethlehem,3184 Airport Road,Bethlehem,Pennsylvania
DeVry University-Utah,"9350 S. 150 East, Ste. 420",Sandy,Utah
The Art Institute of Tennessee-Nashville,"100 Centerview Drive, Suite 250",Nashville,Tennessee
Strayer University-Florida,4902 Eisenhower Blvd Ste 100,Tampa,Florida
Pima Medical Institute-Renton,555 South Renton Village Pl-Ste 400,Renton,Washington
College of Business and Technology-Flagler,8230 W Flagler St.,Miami,Florida
College of Business and Technology-Hialeah,935 West 49 Street # 203,Hialeah,Florida
Miller-Motte College-Cary,2205 Walnut Street,Cary,North Carolina
Miami-Jacobs Career College-Springboro,875 West Central Ave,Springboro,Ohio
The College of Health Care Professions-San Antonio,4738 N. W. Loop 410,San Antonio,Texas
Daymar College-Madisonville,1105 National Mine Drive,Madisonville,Kentucky
American Public University System,111 W Congress St,Charles Town,West Virginia
Huntsville Bible College,904 Oakwood Ave,Huntsville,Alabama
Gnomon School of Visual Effects,1015 N Cahuenga Blvd Ste 54301,Hollywood,California
Academy of Natural Therapy Inc,625 8th Ave,Greeley,Colorado
Dragon Rises College of Oriental Medicine,"1000 NE 16th Ave., Building F",Gainesville,Florida
SABER College,"3990 W Flagler St., Ste 103",Miami,Florida
Taylor College,5190 SE 125th Street,Belleview,Florida
Hawaii College of Oriental Medicine,"180 Kinoole Street, Suite 301",Hilo,Hawaii
Louisiana Culinary Institute,10550 Airline Hwy,Baton Rouge,Louisiana
Bais Medrash Toras Chesed,901 Monmouth Ave,Lakewood,New Jersey
American Institute of Medical Technology,4500 S. Garnett Rd. Suite 110,Tulsa,Oklahoma
Visible Music College,200 Madison Ave,Memphis,Tennessee
ImageWorks Academy of Hair Design,,,
Academy of Cosmetology,2310 W Court St,Janesville,Wisconsin
University of the West,1409 N Walnut Grove Ave,Rosemead,California
American College of Education,"101 West Ohio Street, Suite 1200",Indianapolis,Indiana
South University-Tampa,"4401 N Himes Ave, Suite 175",Tampa,Florida
Appalachian College of Pharmacy,1060 Dragon Road,Oakwood,Virginia
Averett University-Non-Traditional Programs,420 W Main St,Danville,Virginia
Miami-Jacobs Career College-Troy,865 W Market St,Troy,Ohio
The Art Institute of Salt Lake City,121 W Election Rd,Draper,Utah
Fortis College-Columbus,4151 Executive Parkway Ste 120,Westerville,Ohio
Fortis College-Cincinnati,11499 Chester Road Ste 200,Cincinnati,Ohio
Fortis Institute-Baltimore,6901 Security Blvd Ste 21,Baltimore,Maryland
The Art Institute of Charleston,24 N. Market St,Charleston,South Carolina
The Art Institute of California-Argosy University Sacramento,"2850 Gateway Oaks Dr., Suite 100",Sacramento,California
Blue Cliff College-Alexandria,1505 Metro Dr Ste 1,Alexandria,Louisiana
StenoTech Career Institute-Piscataway,262 Old New Brunswick Rd - Unit A,Piscataway,New Jersey
Anthem College-Brookfield,440 South Executive Dr-Ste 230,Brookfield,Wisconsin
Ultimate Medical Academy-Tampa,9309 N Florida Ave Ste 100,Tampa,Florida
Virginia College-Biloxi,920 Cedar Lake Rd-Ste C,Biloxi,Mississippi
ITT Technical Institute-St Petersburg,"877 Executive Center Dr. West, Suite 100",St. Petersburg,Florida
ITT Technical Institute-Baton Rouge,"14141 Airline Highway, Suite 101",Baton Rouge,Louisiana
ITT Technical Institute-Columbia,"1628 Browning Road, Suite 180",Columbia,South Carolina
ITT Technical Institute-Wichita,"8111 E. 32nd Street North, Suite 103",Wichita,Kansas
ITT Technical Institute-Atlanta,"485 Oak Place, Suite 100",Atlanta,Georgia
ITT Technical Institute-Mobile,3100 Cottage Hill Rd Bldg 3,Mobile,Alabama
ITT Technical Institute-Chattanooga,5600 Brainerd Rd Suite G-1,Chattanooga,Tennessee
ITT Technical Institute-South Bend,17390 Dugdale Dr Ste 100,South Bend,Indiana
Virginia College-School of Business and Health-Chattanooga,721 Eastgate Loop Rd.,Chattanooga,Tennessee
Strayer University-Delaware,240 Continental Dr Ste 108,Newark,Delaware
Brite Divinity School,2800 S. University Dr.,Fort Worth,Texas
Strayer University-Alabama,3570 Grandview Pkwy Ste 200,Birmingham,Alabama
Brown Aveda Institute-Rocky River,19336 Detroit Rd.,Rocky River,Ohio
Clary Sage College,3131 South Sheridan,Tulsa,Oklahoma
Broadview University-Layton,869 West Hill Field Road,Layton,Utah
International Academy of Design and Technology-Sacramento,2450 Del Paso Road-St 250,Sacramento,California
University of Phoenix-Birmingham Campus,100 Corporate Parkway,Birmingham,Alabama
International Academy of Design and Technology-San Antonio,4511 Horizon Hill Rd,San Antonio,Texas
University of Phoenix-Augusta Campus,3150 Perimeter Pkwy,Augusta,Georgia
University of Phoenix-Washington DC Campus,25 Massachusetts Ave NW,Washington,District of Columbia
University of Phoenix-Chattanooga Campus,1208 Pointe Centre Dr,Chattanooga,Tennessee
DeVry University-Michigan,26999 Central Park Blvd Ste 125,Southfield,Michigan
DeVry University-Tennessee,"6401 Poplar Ave., Ste. 600",Memphis,Tennessee
Argosy University-Inland Empire,"3401 Centre Lake Drive, Suite 200",Ontario,California
Argosy University-Nashville,"100 Centerview Dr, Suite 225",Nashville,Tennessee
Argosy University-San Diego,"1615 Murray Canyon Road, Suite 100",San Diego,California
Rasmussen College-Wisconsin,"904 South Taylor Street, Suite 100",Green Bay,Wisconsin
The Institute of Beauty and Wellness,327 East Saint Paul Avenue,Milwaukee,Wisconsin
Carrington College California-Stockton,"1313 W. Robinhood Drive, Suite B",Stockton,California
Carrington College California-Citrus Heights,"7301 Greenback Lane, Ste A",Citrus Heights,California
Euphoria Institute of Beauty Arts & Sciences-Summerlin,9340 W. Sahara Ave Ste. 205,Las Vegas,Nevada
Euphoria Institute of Beauty Arts & Sciences-Green Valley,"11041 S Eastern Avenue, Ste 112",Henderson,Nevada
LIU Riverhead,121 Speonk-Riverhead Rd,Riverhead,New York
Newbridge College-Long Beach,3799 E. Burnett St.,Long Beach,California
Columbia Southern University,21982 University Lane,Orange Beach,Alabama
Arizona Summit Law School,One North Central Avenue,Phoenix,Arizona
Trident University International,"5757 Plaza Drive, Suite 100",Cypress,California
Digital Media Arts College,5400 Broken Sound Blvd NW #100,Boca Raton,Florida
Academy for Five Element Acupuncture,305 SE 2nd Ave,Gainesville,Florida
FastTrain of Jacksonville,,,
Management Resources Institute,550 NW LeJeune  Road,Miami,Florida
FastTrain of Miami,,,
Wolford College,"1336 Creekside Boulevard, Suite 2",Naples,Florida
Corinth Academy of Cosmetology,502 Cruise St,Corinth,Mississippi
Yeshivas Be'er Yitzchok,1391 North Ave,Elizabeth,New Jersey
Yeshiva Toras Chaim,999 Ridge Ave,Lakewood,New Jersey
Talmudical Seminary of Bobov,5120 New Utrecht Ave,Brooklyn,New York
New York Methodist Hospital Center for Allied Health Education,1401 Kings Hwy,Brooklyn,New York
Charleston School of Law,81 Mary Street,Charleston,South Carolina
Southwest University at El Paso,1414 Geronimo,El Paso,Texas
Aveda Institute-Provo,1700 N State Street Suite 18,Provo,Utah
Southeast Culinary & Hospitality College,100 Piedmont Ave,Bristol,Virginia
Wisconsin Academy,880 Frontage Rd Ste I,Peshtigo,Wisconsin
The Art Institute of Pittsburgh-Online Division,,Pittsburgh,Pennsylvania
University of South Florida-Sarasota-Manatee,8350 N Tamiami Trail,Sarasota,Florida
University of South Florida-Polytechnic,,,
Brown Mackie College-Indianapolis,"1200 N Meridian St, Ste 100",Indianapolis,Indiana
College America-Cheyenne,6101 Yellowstone Rd Ste 101,Cheyenne,Wyoming
Centro de Estudios Multidisciplinarios-Bayamon,25 Degetau St,BayamÌ_n,Puerto Rico
Bryant & Stratton College-Wauwatosa,10950 W Potter Road,Wauwatosa,Wisconsin
Minnesota School of Business-Blaine,3680 Pheasant Ridge Dr NE,Blaine,Minnesota
The Art Institute of Michigan,"28125 Cabot Drive, Suite 120",Novi,Michigan
The Art Institute of Austin,"101 W. Louis Henna Blvd, Suite 100",Austin,Texas
The Art Institute of California-Argosy University-Silicon Valley,1120 Kifer Rd,Sunnyvale,California
Remington College-Houston Southeast Campus,20985 Interstate 45 South,Webster,Texas
Remington College-Shreveport Campus,2106 Bert Kouns Industrial Loop,Shreveport,Louisiana
National American University-Austin,"13801 Burnet Road, Suite 300",Austin,Texas
National American University-Wichita,7309 East 21st Street North Suite G-40,Wichita,Kansas
Fortis College-Landover,4351 Garden City Drive,Landover,Maryland
ITT Technical Institute-Cary,"5520 Dillard Drive, Suite 100",Cary,North Carolina
ITT Technical Institute-Madison,"9238 Madison Blvd, Ste 500",Madison,Alabama
ITT Technical Institute-Clive,"1860 NW 118th St, Ste 110",Clive,Iowa
ITT Technical Institute-Columbus,4717 Hilton Corporate Dr,Columbus,Ohio
ITT Technical Institute-Phoenix,"10220 North 25th Ave, Ste 100",Phoenix,Arizona
ITT Technical Institute-Madison,"2450 Rimrock Road, Ste 100",Madison,Wisconsin
ITT Technical Institute-High Point,"4050 Piedmont Parkway, Ste 110",High Point,North Carolina
The Hair Academy,2101 East Broadway Avenue,Bismarck,North Dakota
The Art Institutes International‰ÛÒKansas City,8208 Melrose Drive,Lenexa,Kansas
The Art Institute of Raleigh-Durham,"410 Blackwell St, Ste 200",Durham,North Carolina
Le Cordon Bleu College of Culinary Arts-Cambridge,215 First St,Cambridge,Massachusetts
Le Cordon Bleu College of Culinary Arts-Dallas,11830 Webb Chapel Road,Dallas,Texas
Argosy University-Salt Lake City,121 Election Rd Ste 300,Draper,Utah
Escuela De Troqueleria Y Herramentaje,150 Rd 174 Urb Industrial Minillas,Bayamon,Puerto Rico
Virginia College-Montgomery,6200 Atlanta Highway,Montgomery,Alabama
Fortis Institute-Nashville,"3354 Perimeter Hill Drive, Suite 105",Nashville,Tennessee
John Hancock University,,,
Beckfield College-Tri-County,225 Pictoria Drive,Springdale,Ohio
Galen College of Nursing-Cincinnati,100 E Business Way Ste 200,Cincinnati,Ohio
Pinnacle Career Institute-North Kansas City,11500 N Ambassador Ste 221,Kansas City,Missouri
Strayer University-Kentucky,220 Lexington Green Cir Ste 500,Lexington,Kentucky
Strayer University-North Carolina,4 Copley Pkwy,Morrisville,North Carolina
Strayer University-New Jersey,2201 Rte 38 Ste 100,Cherry Hill,New Jersey
Kaplan College-Cincinnati,801 Linn St,Cincinnati,Ohio
National College-Dayton,1837 Woodman Center Dr,Kettering,Ohio
National College-Youngstown,3487 Belmont Ave,Youngstown,Ohio
National College-Cincinnati,6871 Steger Dr,Cincinnati,Ohio
National College-Stow,3855 Fishcreek Rd,Stow,Ohio
Ohio Business College-Hilliard,4525 Trueman Blvd,Columbu,Ohio
Ohio Technical College-PowerSport Institute,21210 Emery Road,North Randall,Ohio
Dade Medical College-Miami Lakes,"5875 NW 163 Street, Suite 101",Miami Lakes,Florida
The King‰Ûªs College,56 Broadway,New York,New York
DeVry University-Kentucky,"10172 Linn Station Rd, Suite 300",Louisville,Kentucky
Chamberlain College of Nursing-Administrative Office,3005 Highland Parkway,Downers Grove,Illinois
Chamberlain College of Nursing-Illinois,1221 N Swift Rd,Addison,Illinois
Chamberlain College of Nursing-Ohio,1350 Alum Creek Dr.,Columbus,Ohio
Chamberlain College of Nursing-Arizona,2149 West Dunlap Ave.,Phoenix,Arizona
Career Quest Learning Centers-Jackson,"209 E Washington Ave, Ste 241",Jackson,Michigan
FastTrain of Kendall,,,
FastTrain of Ft Lauderdale,,,
FastTrain of Pembroke Pines,,,
FastTrain of Tampa,,,
FastTrain of Clearwater,,,
Bryan University,3704 W. Walnut St.,Rogers,Arkansas
The Salon Professional Academy-Appleton,3355 W College Ave,Appleton,Wisconsin
Milan Institute of Cosmetology-Reno,1050 Matley Lane,Reno,Nevada
Ottawa University-Online,1001 South Cedar,Ottawa,Kansas
